01/07/2013,-105,-0.955258039775
01/07/2013,-90,-0.952698491372
01/07/2013,-75,-0.955378596527
01/07/2013,-60,-0.932016140281
01/07/2013,-45,-0.929866056959
01/07/2013,-30,-0.976225495107
01/07/2013,-15,-0.971684336847
01/07/2013,0,-0.989225735366
01/07/2013,15,-1.04580789798
01/07/2013,30,-0.98023832068
01/07/2013,45,-0.89521789123
01/07/2013,60,-0.869525730469
01/07/2013,75,-0.857480497423
01/07/2013,90,-0.826395335836
01/07/2013,105,-0.795605010772
01/07/2013,120,-0.743788045868
01/07/2013,135,-0.647538951757
01/07/2013,150,-0.636403136485
01/07/2013,165,-0.668980555179
01/07/2013,180,-0.678676370787
01/07/2013,195,-0.615908870099
01/07/2013,210,-0.567144845636
01/07/2013,225,-0.435210829507
01/07/2013,240,-0.312634211456
01/07/2013,255,0.110125055748
01/07/2013,270,0.418836527089
01/07/2013,285,0.591604068557
01/07/2013,300,0.738123437356
01/07/2013,315,0.900356980137
01/07/2013,330,1.01788683426
01/07/2013,345,1.1109521038
01/07/2013,360,1.20854598887
01/07/2013,375,1.24820456194
01/07/2013,390,1.27361205865
01/07/2013,405,1.2437425959
01/07/2013,420,1.35353377497
01/07/2013,435,1.42969050919
01/07/2013,450,1.46729728078
01/07/2013,465,1.4228743962
01/07/2013,480,1.36563841669
01/07/2013,495,1.06023668318
01/07/2013,510,0.923203468242
01/07/2013,525,0.991040869657
01/07/2013,540,1.00215664133
01/07/2013,555,1.05359655393
01/07/2013,570,1.01123965686
01/07/2013,585,1.17206442787
01/07/2013,600,1.2327336029
01/07/2013,615,1.29964028704
01/07/2013,630,1.33279102635
01/07/2013,645,1.33688763733
01/07/2013,660,1.32562812256
01/07/2013,675,1.34418029484
01/07/2013,690,1.35863375105
01/07/2013,705,1.2227687676
01/07/2013,720,0.984380445155
01/07/2013,735,1.04923538549
01/07/2013,750,1.12827615936
01/07/2013,765,1.09964178706
01/07/2013,780,1.1793761233
01/07/2013,795,1.19026271436
01/07/2013,810,1.18043658
01/07/2013,825,1.14425909989
01/07/2013,840,1.08881368787
01/07/2013,855,1.08969821799
01/07/2013,870,1.10297886536
01/07/2013,885,1.00982925938
01/07/2013,900,1.05739534307
01/07/2013,915,0.969676078294
01/07/2013,930,0.924024353946
01/07/2013,945,0.879941098636
01/07/2013,960,0.820758309199
01/07/2013,975,0.751980844747
01/07/2013,990,0.786377772458
01/07/2013,1005,0.902963538897
01/07/2013,1020,0.89249548696
01/07/2013,1035,0.865266426473
01/07/2013,1050,0.753107396599
01/07/2013,1065,0.852090938677
01/07/2013,1080,0.878127582381
01/07/2013,1095,0.785294808761
01/07/2013,1110,0.761210499411
01/07/2013,1125,0.741914440393
01/07/2013,1140,0.700996885036
01/07/2013,1155,0.65989735085
01/07/2013,1170,0.614065587446
01/07/2013,1185,0.469916879937
01/07/2013,1200,0.286427658991
01/07/2013,1215,0.307081237412
01/07/2013,1230,0.346244453331
01/07/2013,1245,0.281171561923
01/07/2013,1260,0.288157365544
01/07/2013,1275,0.265097971619
01/07/2013,1290,0.313928390465
01/07/2013,1305,0.326263577332
01/07/2013,1320,0.269554468483
02/07/2013,-105,0.236015709334
02/07/2013,-90,0.267108740909
02/07/2013,-75,0.183115426994
02/07/2013,-60,0.275595276536
02/07/2013,-45,0.25389704404
02/07/2013,-30,0.194934993052
02/07/2013,-15,0.160192027958
02/07/2013,0,0.170315927477
02/07/2013,15,-0.0401166272086
02/07/2013,30,-0.0162271794962
02/07/2013,45,0.132642019724
02/07/2013,60,0.159954666147
02/07/2013,75,0.155811224862
02/07/2013,90,0.0647826917211
02/07/2013,105,0.137485632388
02/07/2013,120,0.163580309134
02/07/2013,135,0.15485380565
02/07/2013,150,0.114336530778
02/07/2013,165,0.101176243356
02/07/2013,180,0.0876952435852
02/07/2013,195,0.155983937229
02/07/2013,210,0.186117324344
02/07/2013,225,0.201253522323
02/07/2013,240,0.34634732023
02/07/2013,255,0.682343458415
02/07/2013,270,0.956995522338
02/07/2013,285,1.02438822658
02/07/2013,300,1.13533791856
02/07/2013,315,1.26093584544
02/07/2013,330,1.30989632236
02/07/2013,345,1.32189679913
02/07/2013,360,1.37218548554
02/07/2013,375,1.45673484162
02/07/2013,390,1.42328475699
02/07/2013,405,1.46398900433
02/07/2013,420,1.59300249154
02/07/2013,435,1.63700962965
02/07/2013,450,1.60686695153
02/07/2013,465,1.60452507774
02/07/2013,480,1.56657443418
02/07/2013,495,1.37241006465
02/07/2013,510,1.26951010684
02/07/2013,525,1.32873237688
02/07/2013,540,1.41695054807
02/07/2013,555,1.45725198799
02/07/2013,570,1.40881026817
02/07/2013,585,1.5520176317
02/07/2013,600,1.68872192268
02/07/2013,615,1.72755555069
02/07/2013,630,1.71396667682
02/07/2013,645,1.69249158664
02/07/2013,660,1.69096569787
02/07/2013,675,1.63675533884
02/07/2013,690,1.59188559828
02/07/2013,705,1.49834803087
02/07/2013,720,1.35685296424
02/07/2013,735,1.42936196919
02/07/2013,750,1.47339923845
02/07/2013,765,1.51078147529
02/07/2013,780,1.45732096437
02/07/2013,795,1.43792897443
02/07/2013,810,1.43944662868
02/07/2013,825,1.40107841106
02/07/2013,840,1.37847474098
02/07/2013,855,1.32996082431
02/07/2013,870,1.33995427269
02/07/2013,885,1.2657100234
02/07/2013,900,1.27730744335
02/07/2013,915,1.21677650448
02/07/2013,930,1.118321571
02/07/2013,945,1.07071385682
02/07/2013,960,0.998919333971
02/07/2013,975,0.927633062515
02/07/2013,990,0.975200856498
02/07/2013,1005,1.07032675644
02/07/2013,1020,1.08985311344
02/07/2013,1035,1.07179662366
02/07/2013,1050,0.968867112364
02/07/2013,1065,1.04097707844
02/07/2013,1080,1.03285860151
02/07/2013,1095,1.01661881953
02/07/2013,1110,1.0059704401
02/07/2013,1125,0.935137261014
02/07/2013,1140,0.876482894758
02/07/2013,1155,0.844255084794
02/07/2013,1170,0.775042623219
02/07/2013,1185,0.614911894
02/07/2013,1200,0.425268946191
02/07/2013,1215,0.41381184555
02/07/2013,1230,0.496490095483
02/07/2013,1245,0.495878343501
02/07/2013,1260,0.476713904534
02/07/2013,1275,0.461669341099
02/07/2013,1290,0.439002732801
02/07/2013,1305,0.457619516862
02/07/2013,1320,0.489046381063
03/07/2013,-105,0.373444122635
03/07/2013,-90,0.367966353656
03/07/2013,-75,0.268640002499
03/07/2013,-60,0.318210026356
03/07/2013,-45,0.319214621434
03/07/2013,-30,0.296638240807
03/07/2013,-15,0.199268192168
03/07/2013,0,0.140701224657
03/07/2013,15,0.0122367660109
03/07/2013,30,0.0250163504761
03/07/2013,45,0.141080337687
03/07/2013,60,0.19125643591
03/07/2013,75,0.198189284861
03/07/2013,90,0.124789141768
03/07/2013,105,0.214337992068
03/07/2013,120,0.258118728408
03/07/2013,135,0.223406920974
03/07/2013,150,0.226981067226
03/07/2013,165,0.225392390218
03/07/2013,180,0.186595706309
03/07/2013,195,0.178346612784
03/07/2013,210,0.205565115863
03/07/2013,225,0.232286224287
03/07/2013,240,0.316327122714
03/07/2013,255,0.730864616944
03/07/2013,270,0.97457855598
03/07/2013,285,1.08509801382
03/07/2013,300,1.1665115063
03/07/2013,315,1.2920651308
03/07/2013,330,1.35212366336
03/07/2013,345,1.39128792956
03/07/2013,360,1.47925749184
03/07/2013,375,1.50116028572
03/07/2013,390,1.55057465643
03/07/2013,405,1.53899814241
03/07/2013,420,1.65581893171
03/07/2013,435,1.78317815846
03/07/2013,450,1.73248322581
03/07/2013,465,1.72007561266
03/07/2013,480,1.63573212059
03/07/2013,495,1.41201863371
03/07/2013,510,1.42869024578
03/07/2013,525,1.57608934583
03/07/2013,540,1.56097017489
03/07/2013,555,1.54039029304
03/07/2013,570,1.57295649569
